title,link,info
ALT-MAS: A Data-Efficient Framework for Active Testing of Machine Learning Algorithms,['https://www.semanticscholar.org/paper/ALT-MAS%3A-A-Data-Efficient-Framework-for-Active-of-Ha-Gupta/026bd6f16a826b73dc5189096c496bfbd7b1e0d0'],[{'Citations': 0}]
A Simple and General Graph Neural Network with Stochastic Message Passing,['https://www.semanticscholar.org/paper/A-Simple-and-General-Graph-Neural-Network-with-Zhang-Niu/67cdafb71e2ec4e2d83341ee9bfa20d9933d6192'],"[{'Citations': 1, 'Background Citations': '1'}]"
Deep Reinforcement Learning with Causality-based Intrinsic Reward,['https://www.semanticscholar.org/paper/Preferential-Experience-Collection-with-Frequency-Zhang-Tian/1f3886cb0d17107345bea931b08a96192292a399'],[{'Citations': 0}]
Addressing Distribution Shift in Online Reinforcement Learning with Offline Datasets,['https://www.semanticscholar.org/paper/Addressing-Distribution-Shift-in-Online-Learning-Lee-Seo/034695810afa6fafdf696f2030d4ed1fb8e42b86'],[{'Citations': 0}]
Flatness is a False Friend,['https://www.semanticscholar.org/paper/Flatness-is-a-False-Friend-Granziol/b3baba078bc2f56c3e4a685ef7f4e6389dcdd930'],[{'Citations': 0}]
Deep Curvature Suite,['https://www.semanticscholar.org/paper/Deep-Curvature-Suite.-Granziol-Wan/3a223fc151f83c9b2739469dacc6864c6efff004'],[{'Citations': 3}]
Learning Safe Policies with Cost-sensitive Advantage Estimation,['https://www.semanticscholar.org/paper/Safe-Policy-Learning-from-Observations-Sarafian-Tamar/c674a94e91faeb9fa60d1eb6ad456085b33c603b'],"[{'Citations': 9, 'Background Citations': '4', 'Methods Citations': '2'}]"
DIET-SNN: A Low-Latency Spiking Neural Network with Direct Input Encoding & Leakage and Threshold Optimization,['https://www.semanticscholar.org/paper/DIET-SNN%3A-Direct-Input-Encoding-With-Leakage-and-in-Rathi-Roy/52f0a2d68c39342230be7c9ab46dea71738949a9'],"[{'Citations': 8, 'Background Citations': '2', 'Methods Citations': '4'}]"
Continual Prototype Evolution: Learning Online from Non-Stationary Data Streams,['https://www.semanticscholar.org/paper/Continual-Prototype-Evolution%3A-Learning-Online-from-Lange-Tuytelaars/4eca566a1ced89aafea7bacf4ffc8dd343d5d2a5'],"[{'Citations': 10, 'Background Citations': '4', 'Methods Citations': '5', 'Results Citations': '1'}]"
Revisiting the Train Loss: an Efficient Performance Estimator for Neural Architecture Search,['https://www.semanticscholar.org/paper/Revisiting-the-Train-Loss%3A-an-Efficient-Performance-Ru-Lyle/d27da8224b3c884be0890b4eb75d492e1b3e0b79'],"[{'Citations': 5, 'Background Citations': '2', 'Methods Citations': '1'}]"
Optimistic Policy Optimization with General Function Approximations,['https://www.semanticscholar.org/paper/Optimistic-Policy-Optimization-with-General-Cai-Yang/074ff708a3b78c90d2ef1440f90f6dfaff7c6ba4'],[{'Citations': 1}]
Modifying Memories in Transformer Models,['https://www.semanticscholar.org/paper/Modifying-Memories-in-Transformer-Models-Zhu-Rawat/5270b626feb66c8c363e93ba6608daae93c5003b'],"[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '1', 'Results Citations': '1'}]"
Exploring single-path Architecture Search ranking correlations,['https://www.semanticscholar.org/paper/MixPath%3A-A-Unified-Approach-for-One-shot-Neural-Chu-Li/3a9775608971a63106755029c188e0a37cb3674b'],"[{'Citations': 8, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '3'}]"
Global Attention Improves Graph Networks Generalization,['https://www.semanticscholar.org/paper/Global-Attention-Improves-Graph-Networks-Puny-Ben-Hamu/a2a924bf66f697cb0e74c209449bc1b5431f856a'],[{'Citations': 1}]
Measuring and Harnessing Transference in Multi-Task Learning,['https://www.semanticscholar.org/paper/Measuring-and-Harnessing-Transference-in-Multi-Task-Fifty-Amid/7ed5b171bb468c11028f09999270c858830d89ba'],"[{'Citations': 1, 'Background Citations': '1'}]"
On Proximal Policy Optimization's Heavy-Tailed Gradients,"[""https://www.semanticscholar.org/paper/On-Proximal-Policy-Optimization's-Heavy-tailed-Garg-Zhanson/95cdc796b430fd2c6445805ea07cd70c3610e8f0""]","[{'Citations': 2, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1'}]"
PriorityCut: Occlusion-aware Regularization for Image Animation,['https://www.semanticscholar.org/paper/PriorityCut%3A-Occlusion-guided-Regularization-for-Cheung-Chae/50120f7c9e36990c0d69ba99e51137a211e16373'],[{'Citations': 0}]
The Logical Options Framework,['https://www.semanticscholar.org/paper/The-Logical-Options-Framework-Araki-Li/c64a2d64cfc68c58e66c0114add1b897fcf1d4cf'],[{'Citations': 0}]
Accelerating Safe Reinforcement Learning with Constraint-mismatched Policies,['https://www.semanticscholar.org/paper/Accelerating-Safe-Reinforcement-Learning-with-Yang-Rosca/050e5216dd134726f3b11282520b078084fb47c3'],"[{'Citations': 1, 'Background Citations': '1', 'Methods Citations': '1'}]"
Continual Memory: Can We Reason After Long-Term Memorization?,['https://www.semanticscholar.org/paper/Long-term-maintenance-of-lung-resident-memory-T-is-Uddb%C3%A4ck-Cartwright/5f919d6b1831852e12acc3998dd237ba53ddeacc'],"[{'Citations': 10, 'Background Citations': '4', 'Methods Citations': '2'}]"
A Reduction Approach to Constrained Reinforcement Learning,['https://www.semanticscholar.org/paper/Deep-reinforcement-learning-of-energy-management-a-Wu-Tan/13b871c2a5fc2748bd689bfd7f465fa8915f5c9f'],"[{'Citations': 57, 'Highly Influential Citations': '1', 'Background Citations': '12', 'Methods Citations': '9'}]"
Physics-aware Spatiotemporal Modules with Auxiliary Tasks for Meta-Learning,['https://www.semanticscholar.org/paper/Physics-aware-Spatiotemporal-Modules-with-Auxiliary-Seo-Meng/22014da2f9626592217b46ffd208bea4e93058ee'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Emergent Properties of Foveated Perceptual Systems,['https://www.semanticscholar.org/paper/Emergent-Properties-of-Foveated-Perceptual-Systems-Deza-Konkle/8b6d18a00a78174864bc16fd705ca6c9241aefb3'],"[{'Citations': 10, 'Background Citations': '4', 'Methods Citations': '1', 'Results Citations': '1'}]"
PareCO: Pareto-aware Channel Optimization for Slimmable Neural Networks,['https://www.semanticscholar.org/paper/PareCO%3A-Pareto-aware-Channel-Optimization-for-Chin-Morcos/a07fc48b62c098977af6988aecf046de73712850'],"[{'Citations': 3, 'Background Citations': '2'}]"
What's new? Summarizing Contributions in Scientific Literature,"[""https://www.semanticscholar.org/paper/What's-New-Summarizing-Contributions-in-Scientific-Hayashi-Kryscinski/8dc3d2d6cb0c13d82a70d8155bd9b18805f45be8""]","[{'Citations': 1, 'Background Citations': '1'}]"
Decomposing Mutual Information for Representation Learning,['https://www.semanticscholar.org/paper/Decomposed-Mutual-Information-Estimation-for-Sordoni-Dziri/824aa4526f5a94c0fe19ffdad190911390fa989a'],[{'Citations': 0}]
Adaptive Discretization for Continuous Control using Particle Filtering Policy Network,['https://www.semanticscholar.org/paper/Adaptive-Discretization-for-Continuous-Control-Xu-Karamouzas/d57e3aa00a438a4015f43ef999f67c227c287925'],[{'Citations': 0}]
HALMA: Humanlike Abstraction Learning Meets Affordance in Rapid Problem Solving,['https://www.semanticscholar.org/paper/HALMA%3A-Humanlike-Abstraction-Learning-Meets-in-Xie-Ma/c9873d7240df69d84fcad24b18d248466ec2e83d'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '1'}]"
Offline policy selection under Uncertainty,['https://www.semanticscholar.org/paper/Offline-Policy-Selection-under-Uncertainty-Yang-Dai/a2431a6b99b5d8a46a4b9a98c9c5d3f546aeb13d'],"[{'Citations': 5, 'Background Citations': '4', 'Methods Citations': '3'}]"
Constructing Multiple High-Quality Deep Neural Networks: A TRUST-TECH Based Approach,['https://www.semanticscholar.org/paper/Solving-Mixed-Integer-Programs-Using-Neural-Nair-Bartunov/70edd2b629bc2b4dbf1298f96e4d08512ee6bd67'],"[{'Citations': 11, 'Background Citations': '3', 'Methods Citations': '2'}]"
Black-Box Optimization Revisited: Improving Algorithm Selection Wizards through Massive Benchmarking,['https://www.semanticscholar.org/paper/Black-Box-Optimization-Revisited%3A-Improving-Wizards-Meunier-Rakotoarison/5accc510a73d2566a3c7cb3bcf28a1bba2e14d84'],"[{'Citations': 1, 'Background Citations': '1'}]"
Reducing Class Collapse in Metric Learning with Easy Positive Sampling,['https://www.semanticscholar.org/paper/Reducing-Class-Collapse-in-Metric-Learning-with-Levi-Xiao/1fc5af7932bffde4786540974bd8a8fef051ed38'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '2'}]"
Unpacking Information Bottlenecks: Surrogate Objectives for Deep Learning,['https://www.semanticscholar.org/paper/Unpacking-Information-Bottlenecks%3A-Surrogate-Objec/c8ce0a103820120408f49e0a6d0cf7333790db32'],[{'Citations': 0}]
Fast Training of Contrastive Learning with Intermediate Contrastive Loss,['https://www.semanticscholar.org/paper/Understanding-Batch-Normalization-Bjorck-Gomes/521ebc310afd88a2672f0af5f77dd4e6ec5c994f'],"[{'Citations': 191, 'Highly Influential Citations': '14', 'Background Citations': '111', 'Methods Citations': '34', 'Results Citations': '8'}]"
PCPs: Patient Cardiac Prototypes,['https://www.semanticscholar.org/paper/PCPs%3A-Patient-Cardiac-Prototypes-Kiyasseh-Zhu/a2517f5a95a3dce2329bb0801c4bfc097a74e928'],"[{'Citations': 1, 'Background Citations': '1'}]"
Non-greedy Gradient-based Hyperparameter Optimization Over Long Horizons,['https://www.semanticscholar.org/paper/Non-greedy-Gradient-based-Hyperparameter-Over-Long-Micaelli-Storkey/74b867fbd06ff4b0b6e9f59030b42d321feeb728'],"[{'Citations': 4, 'Background Citations': '2'}]"
SALR: Sharpness-aware Learning Rates for Improved Generalization,['https://www.semanticscholar.org/paper/SALR%3A-Sharpness-aware-Learning-Rates-for-Improved-Yue-Nouiehed/7a77348b598b8fa64fd75b9692b4aa730c791dd5'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '1'}]"
Graph Deformer Network,['https://www.semanticscholar.org/paper/Optimal-Sampling-of-Water-Distribution-Network-Wei-Pagani/664502cc8694046d73f9a3b64059353d0c83d4f5'],"[{'Citations': 9, 'Highly Influential Citations': '1', 'Background Citations': '6', 'Methods Citations': '6'}]"
Neural Network Surgery: Combining Training with Topology Optimization,['https://www.semanticscholar.org/paper/Optimization-of-artificial-neural-network-topology-Ibrahim-Wahab/12faad6056e70f2be4895325776d5d68c45cf47d'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '1'}]"
Meta-learning Transferable Representations with a Single Target Domain,['https://www.semanticscholar.org/paper/Meta-learning-Transferable-Representations-with-a-Liu-HaoChen/50c4cd99d0a1c8d8ab6f78254d90acf4cef84b74'],"[{'Citations': 1, 'Background Citations': '1'}]"
A Unified Spectral Sparsification Framework for Directed Graphs,['https://www.semanticscholar.org/paper/A-Unified-Spectral-Sparsification-Framework-for-Zhang-Zhao/b7ce60b141e180eef2ede5701f9e1773d6612add'],[{'Citations': 0}]
Hybrid and Non-Uniform DNN quantization methods using Retro Synthesis data for efficient inference,['https://www.semanticscholar.org/paper/Hybrid-and-Non-Uniform-quantization-methods-using-TejpratapG.V.S.-Kumar/b697b747365c38fdb92f4a8b725ee746db4850a4'],[{'Citations': 0}]
RetCL: A Selection-based Approach for Retrosynthesis via Contrastive Learning,['https://www.semanticscholar.org/paper/RetCL%3A-A-Selection-based-Approach-for-via-Learning-Lee-Ahn/193c47249d887270a6947d4d7a09f1bbeee1341a'],[{'Citations': 1}]
Pointwise Binary Classification with Pairwise Confidence Comparisons,['https://www.semanticscholar.org/paper/Pointwise-Binary-Classification-with-Pairwise-Feng-Shu/8cb6d2b15b43edb8871216770cba2fc8335fc79c'],[{'Citations': 1}]
"With False Friends Like These, Who Can Have Self-Knowledge?",['https://www.semanticscholar.org/paper/With-False-Friends-Like-These%2C-Who-Can-Have-Tao-Chen/7d4a66ceec201f145314ec4666d18356cba668c5'],[{'Citations': 1}]
Attacking Few-Shot Classifiers with Adversarial Support Sets,['https://www.semanticscholar.org/paper/Detection-of-Adversarial-Supports-in-Few-shot-Using-Tan-Chong/4c3808ac03c2dfac84e452b6ea668f084e624305'],[{'Citations': 0}]
Semi-Supervised Learning of Multi-Object 3D Scene Representations,['https://www.semanticscholar.org/paper/Semi-Supervised-Learning-of-Multi-Object-3D-Scene-Elich-Oswald/08d38c94f56a868705d5becf799c77a13b4b11d2'],"[{'Citations': 1, 'Background Citations': '1', 'Methods Citations': '1'}]"
Information Theoretic Meta Learning with Gaussian Processes,['https://www.semanticscholar.org/paper/Information-Theoretic-Meta-Learning-with-Gaussian-Titsias-Nikoloutsopoulos/6d7233d701099d83350a2ad13c63bfb32a2924d4'],[{'Citations': 1}]
AR-ELBO: Preventing Posterior Collapse Induced by Oversmoothing in Gaussian VAE,['https://www.semanticscholar.org/paper/Preventing-Posterior-Collapse-Induced-by-in-VAE-Takida-Liao/665e3dcce5585fdb31c91033d2855ca65808ee55'],"[{'Citations': 1, 'Highly Influential Citations': '1', 'Background Citations': '1'}]"
Sparse Gaussian Process Variational Autoencoders,['https://www.semanticscholar.org/paper/Sparse-Gaussian-Process-Variational-Autoencoders-Ashman-So/8162f1cc5d12073625c1e58276fd2b0e36d203b8'],"[{'Citations': 4, 'Background Citations': '1', 'Methods Citations': '1'}]"
Source-free Domain Adaptation via Distributional Alignment by Matching Batch Normalization Statistics,['https://www.semanticscholar.org/paper/Source-free-Domain-Adaptation-via-Distributional-by-Ishii-Sugiyama/ea2d7340db012f0fe0f291b210dac3463dc97c79'],"[{'Citations': 2, 'Background Citations': '1'}]"
Few-Round Learning for Federated Learning,['https://www.semanticscholar.org/paper/Validation-of-a-Derived-International-Patient-to-Klann-Weber/ca0c7d62fb6cc8939eec37910dc351bc238941ae'],"[{'Citations': 5, 'Background Citations': '2', 'Methods Citations': '1'}]"
K-Adapter: Infusing Knowledge into Pre-Trained Models with Adapters,['https://www.semanticscholar.org/paper/K-Adapter%3A-Infusing-Knowledge-into-Pre-Trained-with-Wang-Tang/4f03e69963b9649950ba29ae864a0de8c14f1f86'],"[{'Citations': 70, 'Highly Influential Citations': '9', 'Background Citations': '42', 'Methods Citations': '17', 'Results Citations': '2'}]"
Align-RUDDER: Learning From Few Demonstrations by Reward Redistribution,['https://www.semanticscholar.org/paper/Align-RUDDER%3A-Learning-From-Few-Demonstrations-by-Patil-Hofmarcher/91ce8091c1dd08b9db40fb0f6adfcbadd5698eb9'],[{'Citations': 2}]
CDT: Cascading Decision Trees for Explainable Reinforcement Learning,['https://www.semanticscholar.org/paper/CDT%3A-Cascading-Decision-Trees-for-Explainable-Ding-Hernandez-Leal/bd4bd299bd8428f3b01bc229bd0290a6ba0f3e7a'],[{'Citations': 0}]
Transferring Inductive Biases through Knowledge Distillation,['https://www.semanticscholar.org/paper/Transferring-Inductive-Biases-through-Knowledge-Abnar-Dehghani/5335fe1bf347f7ad1dce1611ea4b60bd8391a090'],"[{'Citations': 9, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '2'}]"
A Unified View on Graph Neural Networks as Graph Signal Denoising,['https://www.semanticscholar.org/paper/A-Unified-View-on-Graph-Neural-Networks-as-Graph-Ma-Liu/6322f99653c0b4d148f92357fb5dde82b8fd64cb'],"[{'Citations': 8, 'Background Citations': '4'}]"
PIVEN: A Deep Neural Network for Prediction Intervals with Specific Value Prediction,['https://www.semanticscholar.org/paper/PIVEN%3A-A-Deep-Neural-Network-for-Prediction-with-Simhayev-Katz/7e4e71d25edb6ac73376c9ea28d835dfaa5728de'],[{'Citations': 0}]
CAFENet: Class-Agnostic Few-Shot Edge Detection Network,['https://www.semanticscholar.org/paper/CAFENet%3A-Class-Agnostic-Few-Shot-Edge-Detection-Park-Seo/f2beb2a66214d9233010aafb742211271cb01583'],[{'Citations': 0}]
MC-LSTM: Mass-conserving LSTM,['https://www.semanticscholar.org/paper/MC-LSTM%3A-Mass-Conserving-LSTM-Hoedt-Kratzert/e1aba8a3f92b4f5e786bb86b7ac86ae9bdffc025'],[{'Citations': 0}]
Multi-agent Deep FBSDE Representation For Large Scale  Stochastic Differential Games,['https://www.semanticscholar.org/paper/Multi-agent-Deep-FBSDE-Representation-For-Large-Chen-Wang/7f41cb6e5ec72f07b2717178a74b1007548b84ff'],[{'Citations': 0}]
Apollo: An Adaptive Parameter-wised Diagonal Quasi-Newton Method for Nonconvex Stochastic Optimization,['https://www.semanticscholar.org/paper/Apollo%3A-An-Adaptive-Parameter-wise-Diagonal-Method-Ma/3f2ffea513a6c161924664e7724cffc194657179'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Hard-label Manifolds: Unexpected advantages of query efficiency for finding on-manifold adversarial examples,['https://www.semanticscholar.org/paper/Hard-label-Manifolds%3A-Unexpected-Advantages-of-for-Garcia-Chen/1d10c0cd2dd4d8f6a80ac7eb09035c06f415c5e9'],[{'Citations': 0}]
FedMes: Speeding Up Federated Learning with Multiple Edge Servers,['https://www.semanticscholar.org/paper/FEDMES%3A-SPEEDING-UP-FEDERATED-LEARNING/dd40b3b51e9defc46899c87a2d622a891173e8a6'],[{'Citations': 0}]
Communication-Computation Efficient Secure Aggregation for Federated Learning,['https://www.semanticscholar.org/paper/Communication-Computation-Efficient-Secure-for-Choi-Sohn/c0f164c64d1eaff6d4b89f1646f359a2d76c20bd'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '2'}]"
Differentiable Graph Optimization for Neural Architecture Search,['https://www.semanticscholar.org/paper/Differentiable-Neural-Architecture-Search-in-Space-Zhang-Li/4560629756bc406a2f82440c49e3cde661a7c717'],"[{'Citations': 8, 'Background Citations': '4', 'Methods Citations': '2'}]"
